id,date_time,date_time_of_next_variable_1,hours_until_next_1,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,filter_$,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2006-1255,3/18/2006 20:02:00,3/19/2006 6:06:00,10.0666666666667,3/22/2006 19:06:00,85,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1254,3/18/2006 20:02:00,3/18/2006 20:02:00,0,3/19/2006 6:06:00,10.0666666666667,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1250,3/18/2006 20:02:00,3/18/2006 20:02:00,0,3/18/2006 20:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1276,3/19/2006 6:06:00,3/22/2006 19:06:00,85,3/23/2006 18:06:00,23,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1359,3/22/2006 19:06:00,3/23/2006 18:06:00,23,3/23/2006 18:06:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1371,3/23/2006 18:06:00,3/24/2006 6:02:00,11.9333333333333,3/27/2006 19:06:00,85.0666666666667,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1370,3/23/2006 18:06:00,3/23/2006 18:06:00,0,3/24/2006 6:02:00,11.9333333333333,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0323,3/23/2006 18:06:00,3/23/2006 18:06:00,0,3/23/2006 18:06:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1368,3/23/2006 18:06:00,3/23/2006 18:06:00,0,3/23/2006 18:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1381,3/24/2006 6:02:00,3/27/2006 19:06:00,85.0666666666667,3/27/2006 19:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0989,3/27/2006 19:06:00,3/27/2006 19:06:00,0,3/30/2006 6:02:00,58.9333333333333,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0990,3/27/2006 19:06:00,3/30/2006 6:02:00,58.9333333333333,3/30/2006 6:02:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1540,3/30/2006 6:02:00,3/30/2006 6:02:00,0,4/4/2006 6:04:00,120.033333333333,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1545,3/30/2006 6:02:00,4/4/2006 6:04:00,120.033333333333,4/4/2006 10:04:00,4,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1604,4/4/2006 6:04:00,4/4/2006 10:04:00,4,4/6/2006 6:04:00,44,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0559,4/4/2006 10:04:00,4/6/2006 6:04:00,44,4/6/2006 18:04:00,12,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1652,4/6/2006 6:04:00,4/6/2006 18:04:00,12,4/6/2006 18:04:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1629,4/6/2006 18:04:00,4/7/2006 6:04:00,12,4/11/2006 19:02:00,108.966666666667,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1615,4/6/2006 18:04:00,4/6/2006 18:04:00,0,4/7/2006 6:04:00,12,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1668,4/7/2006 6:04:00,4/11/2006 19:02:00,108.966666666667,4/11/2006 19:02:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1189,4/11/2006 19:02:00,4/11/2006 19:02:00,0,4/12/2006 19:02:00,24,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1190,4/11/2006 19:02:00,4/12/2006 19:02:00,24,4/13/2006 6:02:00,11,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1186,4/11/2006 19:02:00,4/11/2006 19:02:00,0,4/11/2006 19:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1523,4/12/2006 19:02:00,4/13/2006 6:02:00,11,4/14/2006 6:02:00,24,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1770,4/13/2006 6:02:00,4/14/2006 6:02:00,24,4/14/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1735,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 14:02:00,8,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1739,4/14/2006 6:02:00,4/14/2006 14:02:00,8,4/14/2006 15:02:00,1,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0748,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0749,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0992,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1726,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1728,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1730,4/14/2006 6:02:00,4/14/2006 6:02:00,0,4/14/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1737,4/14/2006 14:02:00,4/14/2006 15:02:00,1,4/15/2006 6:02:00,15,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1790,4/14/2006 15:02:00,4/15/2006 6:02:00,15,4/20/2006 6:02:00,120,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1792,4/15/2006 6:02:00,4/20/2006 6:02:00,120,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1886,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/24/2006 21:02:00,111,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1887,4/20/2006 6:02:00,4/24/2006 21:02:00,111,4/25/2006 8:50:00,11.8,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1866,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,9.7,4,1,LOW,PARTIAL,COMPLETE,COMPLETE
CVE-2006-1867,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1869,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1870,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1873,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1875,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1876,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,9,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1879,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1880,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1881,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1882,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1883,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1884,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1885,4/20/2006 6:02:00,4/20/2006 6:02:00,0,4/20/2006 6:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0230,4/24/2006 21:02:00,4/25/2006 8:50:00,11.8,4/27/2006 18:02:00,57.2,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1932,4/25/2006 8:50:00,4/27/2006 18:02:00,57.2,4/27/2006 18:03:00,.0166666666666667,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2074,4/27/2006 18:02:00,4/27/2006 18:03:00,.0166666666666667,5/4/2006 8:38:00,158.583333333333,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2077,4/27/2006 18:03:00,5/4/2006 8:38:00,158.583333333333,5/5/2006 8:46:00,24.1333333333333,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2189,5/4/2006 8:38:00,5/5/2006 8:46:00,24.1333333333333,5/5/2006 8:46:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2206,5/5/2006 8:46:00,5/5/2006 8:46:00,0,5/11/2006 6:02:00,141.266666666667,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2218,5/5/2006 8:46:00,5/11/2006 6:02:00,141.266666666667,5/11/2006 6:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2304,5/11/2006 6:02:00,5/11/2006 6:02:00,0,5/11/2006 20:02:00,14,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2306,5/11/2006 6:02:00,5/11/2006 20:02:00,14,5/11/2006 20:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2273,5/11/2006 20:02:00,5/11/2006 20:02:00,0,5/17/2006 6:06:00,130.066666666667,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2324,5/11/2006 20:02:00,5/17/2006 6:06:00,130.066666666667,5/17/2006 6:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2430,5/17/2006 6:06:00,5/17/2006 6:06:00,0,5/19/2006 23:02:00,64.9333333333333,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2433,5/17/2006 6:06:00,5/19/2006 23:02:00,64.9333333333333,5/22/2006 12:06:00,61.0666666666667,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2429,5/17/2006 6:06:00,5/17/2006 6:06:00,0,5/17/2006 6:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2496,5/19/2006 23:02:00,5/22/2006 12:06:00,61.0666666666667,5/23/2006 6:06:00,18,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1857,5/22/2006 12:06:00,5/23/2006 6:06:00,18,5/27/2006 17:02:00,106.933333333333,9,4,1,LOW,PARTIAL,PARTIAL,COMPLETE
CVE-2006-2547,5/23/2006 6:06:00,5/27/2006 17:02:00,106.933333333333,6/2/2006 15:02:00,142,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2630,5/27/2006 17:02:00,6/2/2006 15:02:00,142,6/2/2006 15:02:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2780,6/2/2006 15:02:00,6/2/2006 16:02:00,1,6/5/2006 13:02:00,69,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2779,6/2/2006 15:02:00,6/2/2006 15:02:00,0,6/2/2006 16:02:00,1,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2787,6/2/2006 16:02:00,6/5/2006 13:02:00,69,6/6/2006 16:06:00,27.0666666666667,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2807,6/5/2006 13:02:00,6/6/2006 16:06:00,27.0666666666667,6/13/2006 15:06:00,167,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2869,6/6/2006 16:06:00,6/13/2006 15:06:00,167,6/13/2006 15:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2382,6/13/2006 15:06:00,6/13/2006 15:06:00,0,6/14/2006 19:02:00,27.9333333333333,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2383,6/13/2006 15:06:00,6/14/2006 19:02:00,27.9333333333333,6/14/2006 19:02:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0025,6/13/2006 15:06:00,6/13/2006 15:06:00,0,6/13/2006 15:06:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-1303,6/13/2006 15:06:00,6/13/2006 15:06:00,0,6/13/2006 15:06:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2373,6/13/2006 15:06:00,6/13/2006 15:06:00,0,6/13/2006 15:06:00,0,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-2379,6/13/2006 15:06:00,6/13/2006 15:06:00,0,6/13/2006 15:06:00,0,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3016,6/14/2006 19:02:00,6/14/2006 19:02:00,0,6/17/2006 9:18:00,62.2666666666667,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3017,6/14/2006 19:02:00,6/17/2006 9:18:00,62.2666666666667,6/19/2006 15:02:00,53.7333333333333,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3059,6/17/2006 9:18:00,6/19/2006 15:02:00,53.7333333333333,6/23/2006 21:06:00,102.066666666667,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3086,6/19/2006 15:02:00,6/23/2006 21:06:00,102.066666666667,6/26/2006 16:05:00,66.9833333333333,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3203,6/23/2006 21:06:00,6/26/2006 16:05:00,66.9833333333333,6/27/2006 6:05:00,14,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3228,6/26/2006 16:05:00,6/27/2006 6:05:00,14,6/27/2006 13:05:00,7,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3232,6/27/2006 6:05:00,6/27/2006 13:05:00,7,6/28/2006 19:05:00,30,10,4,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3134,6/27/2006 13:05:00,6/28/2006 19:05:00,30,6/28/2006 21:05:00,2,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2006-3291,6/28/2006 19:05:00,6/28/2006 21:05:00,2,7/6/2006 20:05:00,191,9.3,4,1,MEDIUM,COMPLETE,COMPLETE,COMPLETE
