id,date_time,date_time_of_next_variable_1,hours_until_next_1,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,filter_$,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2006-0096,1/6/2006 6:03:00,1/6/2006 6:03:00,0,1/6/2006 6:03:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0097,1/6/2006 6:03:00,1/6/2006 6:03:00,0,1/6/2006 13:03:00,7,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0099,1/6/2006 6:03:00,1/6/2006 13:03:00,7,1/6/2006 19:03:00,6,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0106,1/6/2006 13:03:00,1/6/2006 19:03:00,6,1/6/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0107,1/6/2006 19:03:00,1/6/2006 19:03:00,0,1/9/2006 6:03:00,59,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0108,1/6/2006 19:03:00,1/9/2006 6:03:00,59,1/9/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0115,1/9/2006 6:03:00,1/9/2006 6:03:00,0,1/9/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0121,1/9/2006 6:03:00,1/9/2006 6:03:00,0,1/9/2006 6:03:00,0,7.8,3,1,LOW,NONE,NONE,COMPLETE
CVE-2006-0123,1/9/2006 6:03:00,1/9/2006 6:03:00,0,1/9/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0130,1/9/2006 6:03:00,1/9/2006 6:03:00,0,1/9/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0135,1/9/2006 6:03:00,1/9/2006 6:03:00,0,1/9/2006 15:03:00,9,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0137,1/9/2006 6:03:00,1/9/2006 15:03:00,9,1/9/2006 18:03:00,3,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0143,1/9/2006 15:03:00,1/9/2006 18:03:00,3,1/9/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0144,1/9/2006 18:03:00,1/9/2006 18:03:00,0,1/9/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0146,1/9/2006 18:03:00,1/9/2006 18:03:00,0,1/9/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0147,1/9/2006 18:03:00,1/9/2006 18:03:00,0,1/9/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0150,1/9/2006 18:03:00,1/9/2006 18:03:00,0,1/10/2006 6:03:00,12,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0151,1/9/2006 18:03:00,1/10/2006 6:03:00,12,1/10/2006 6:03:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0153,1/10/2006 6:03:00,1/10/2006 6:03:00,0,1/10/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0154,1/10/2006 6:03:00,1/10/2006 6:03:00,0,1/10/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0158,1/10/2006 6:03:00,1/10/2006 6:03:00,0,1/10/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0159,1/10/2006 6:03:00,1/10/2006 6:03:00,0,1/10/2006 14:03:00,8,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0160,1/10/2006 6:03:00,1/10/2006 14:03:00,8,1/10/2006 17:03:00,3,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0162,1/10/2006 14:03:00,1/10/2006 17:03:00,3,1/11/2006 16:03:00,23,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0002,1/10/2006 17:03:00,1/11/2006 16:03:00,23,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0163,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0164,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0166,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0167,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0169,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0171,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0176,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/11/2006 16:03:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0177,1/11/2006 16:03:00,1/11/2006 16:03:00,0,1/12/2006 1:02:00,8.98333333333333,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0178,1/11/2006 16:03:00,1/12/2006 1:02:00,8.98333333333333,1/12/2006 1:02:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0181,1/12/2006 1:02:00,1/12/2006 1:02:00,0,1/12/2006 1:02:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0182,1/12/2006 1:02:00,1/12/2006 1:02:00,0,1/13/2006 6:03:00,29.0166666666667,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0184,1/12/2006 1:02:00,1/13/2006 6:03:00,29.0166666666667,1/13/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0189,1/13/2006 6:03:00,1/13/2006 6:03:00,0,1/13/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0190,1/13/2006 6:03:00,1/13/2006 6:03:00,0,1/13/2006 18:03:00,12,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0192,1/13/2006 6:03:00,1/13/2006 18:03:00,12,1/13/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0199,1/13/2006 18:03:00,1/13/2006 18:03:00,0,1/13/2006 20:03:00,2,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0206,1/13/2006 18:03:00,1/13/2006 20:03:00,2,1/15/2006 6:03:00,34,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0209,1/13/2006 20:03:00,1/15/2006 6:03:00,34,1/16/2006 16:03:00,34,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0214,1/15/2006 6:03:00,1/16/2006 16:03:00,34,1/16/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0219,1/16/2006 16:03:00,1/16/2006 16:03:00,0,1/17/2006 16:03:00,24,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0221,1/16/2006 16:03:00,1/17/2006 16:03:00,24,1/17/2006 19:07:00,3.06666666666667,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0228,1/17/2006 16:03:00,1/17/2006 19:07:00,3.06666666666667,1/17/2006 20:07:00,1,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0234,1/17/2006 19:07:00,1/17/2006 20:07:00,1,1/17/2006 20:07:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0235,1/17/2006 20:07:00,1/17/2006 20:07:00,0,1/17/2006 20:07:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0238,1/17/2006 20:07:00,1/17/2006 20:07:00,0,1/17/2006 20:51:00,.733333333333333,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0240,1/17/2006 20:07:00,1/17/2006 20:51:00,.733333333333333,1/17/2006 20:51:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0044,1/17/2006 20:51:00,1/17/2006 20:51:00,0,1/17/2006 20:51:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0249,1/17/2006 20:51:00,1/17/2006 20:51:00,0,1/17/2006 20:51:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0252,1/17/2006 20:51:00,1/17/2006 20:51:00,0,1/18/2006 19:03:00,22.2,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0255,1/17/2006 20:51:00,1/18/2006 19:03:00,22.2,1/18/2006 19:03:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0304,1/18/2006 19:03:00,1/18/2006 19:03:00,0,1/18/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0305,1/18/2006 19:03:00,1/18/2006 19:03:00,0,1/18/2006 20:03:00,1,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0308,1/18/2006 19:03:00,1/18/2006 20:03:00,1,1/18/2006 20:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0311,1/18/2006 20:03:00,1/18/2006 20:03:00,0,1/18/2006 20:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0313,1/18/2006 20:03:00,1/18/2006 20:03:00,0,1/18/2006 20:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0314,1/18/2006 20:03:00,1/18/2006 20:03:00,0,1/18/2006 20:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0318,1/18/2006 20:03:00,1/18/2006 20:03:00,0,1/19/2006 16:03:00,20,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0320,1/18/2006 20:03:00,1/19/2006 16:03:00,20,1/20/2006 16:03:00,24,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0324,1/19/2006 16:03:00,1/20/2006 16:03:00,24,1/20/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0019,1/20/2006 16:03:00,1/20/2006 16:03:00,0,1/20/2006 16:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0045,1/20/2006 16:03:00,1/20/2006 16:03:00,0,1/20/2006 19:03:00,3,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0325,1/20/2006 16:03:00,1/20/2006 19:03:00,3,1/20/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0329,1/20/2006 19:03:00,1/20/2006 19:03:00,0,1/20/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0337,1/20/2006 19:03:00,1/20/2006 19:03:00,0,1/20/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0339,1/20/2006 19:03:00,1/20/2006 19:03:00,0,1/20/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0340,1/20/2006 19:03:00,1/20/2006 19:03:00,0,1/20/2006 20:03:00,1,7.1,3,1,MEDIUM,NONE,NONE,COMPLETE
CVE-2006-0342,1/20/2006 19:03:00,1/20/2006 20:03:00,1,1/20/2006 20:03:00,0,7.8,3,1,LOW,NONE,NONE,COMPLETE
CVE-2006-0345,1/20/2006 20:03:00,1/20/2006 20:03:00,0,1/22/2006 15:03:00,43,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0349,1/20/2006 20:03:00,1/22/2006 15:03:00,43,1/22/2006 15:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0358,1/22/2006 15:03:00,1/22/2006 15:03:00,0,1/22/2006 15:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0359,1/22/2006 15:03:00,1/22/2006 15:03:00,0,1/22/2006 15:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0368,1/22/2006 15:03:00,1/22/2006 15:03:00,0,1/22/2006 15:03:00,0,7.8,3,1,LOW,NONE,NONE,COMPLETE
CVE-2006-0372,1/22/2006 15:03:00,1/22/2006 15:03:00,0,1/22/2006 15:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0374,1/22/2006 15:03:00,1/22/2006 15:03:00,0,1/23/2006 17:03:00,26,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0376,1/22/2006 15:03:00,1/23/2006 17:03:00,26,1/24/2006 21:03:00,28,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0036,1/23/2006 17:03:00,1/24/2006 21:03:00,28,1/24/2006 21:03:00,0,7.8,3,1,LOW,NONE,NONE,COMPLETE
CVE-2006-0402,1/24/2006 21:03:00,1/24/2006 21:03:00,0,1/24/2006 21:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0403,1/24/2006 21:03:00,1/24/2006 21:03:00,0,1/25/2006 6:03:00,9,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0408,1/24/2006 21:03:00,1/25/2006 6:03:00,9,1/25/2006 6:03:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0412,1/25/2006 6:03:00,1/25/2006 6:03:00,0,1/25/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0413,1/25/2006 6:03:00,1/25/2006 6:03:00,0,1/25/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0417,1/25/2006 6:03:00,1/25/2006 6:03:00,0,1/25/2006 18:07:00,12.0666666666667,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0418,1/25/2006 6:03:00,1/25/2006 18:07:00,12.0666666666667,1/25/2006 18:07:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0423,1/25/2006 18:07:00,1/25/2006 18:07:00,0,1/25/2006 18:07:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0426,1/25/2006 18:07:00,1/25/2006 18:07:00,0,1/26/2006 6:07:00,12,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0428,1/25/2006 18:07:00,1/26/2006 6:07:00,12,1/26/2006 6:07:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0435,1/26/2006 6:07:00,1/26/2006 6:07:00,0,1/26/2006 17:03:00,10.9333333333333,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0436,1/26/2006 6:07:00,1/26/2006 17:03:00,10.9333333333333,1/26/2006 19:03:00,2,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0441,1/26/2006 17:03:00,1/26/2006 19:03:00,2,1/26/2006 19:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0447,1/26/2006 19:03:00,1/26/2006 19:03:00,0,1/27/2006 17:03:00,22,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0448,1/26/2006 19:03:00,1/27/2006 17:03:00,22,1/27/2006 18:03:00,1,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0057,1/27/2006 17:03:00,1/27/2006 18:03:00,1,1/27/2006 18:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0462,1/27/2006 18:03:00,1/27/2006 18:03:00,0,1/30/2006 13:03:00,67,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0464,1/27/2006 18:03:00,1/30/2006 13:03:00,67,1/30/2006 17:03:00,4,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0468,1/30/2006 13:03:00,1/30/2006 17:03:00,4,1/31/2006 6:03:00,13,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0301,1/30/2006 17:03:00,1/31/2006 6:03:00,13,1/31/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0474,1/31/2006 6:03:00,1/31/2006 6:03:00,0,1/31/2006 6:03:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0476,1/31/2006 6:03:00,1/31/2006 6:03:00,0,1/31/2006 6:03:00,0,7.6,3,1,HIGH,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0477,1/31/2006 6:03:00,1/31/2006 6:03:00,0,1/31/2006 15:03:00,9,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0478,1/31/2006 6:03:00,1/31/2006 15:03:00,9,1/31/2006 21:02:00,5.98333333333333,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0483,1/31/2006 15:03:00,1/31/2006 21:02:00,5.98333333333333,1/31/2006 21:02:00,0,7.8,3,1,LOW,NONE,NONE,COMPLETE
CVE-2006-0490,1/31/2006 21:02:00,1/31/2006 21:02:00,0,1/31/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0491,1/31/2006 21:02:00,1/31/2006 21:02:00,0,2/1/2006 15:46:00,18.7333333333333,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0492,1/31/2006 21:02:00,2/1/2006 15:46:00,18.7333333333333,2/1/2006 17:02:00,1.26666666666667,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0497,2/1/2006 15:46:00,2/1/2006 17:02:00,1.26666666666667,2/1/2006 17:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0500,2/1/2006 17:02:00,2/1/2006 17:02:00,0,2/1/2006 18:02:00,1,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0502,2/1/2006 17:02:00,2/1/2006 18:02:00,1,2/2/2006 6:02:00,12,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0510,2/1/2006 18:02:00,2/2/2006 6:02:00,12,2/2/2006 6:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0517,2/2/2006 6:02:00,2/2/2006 6:02:00,0,2/2/2006 6:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0520,2/2/2006 6:02:00,2/2/2006 6:02:00,0,2/2/2006 6:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0522,2/2/2006 6:02:00,2/2/2006 6:02:00,0,2/2/2006 6:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0523,2/2/2006 6:02:00,2/2/2006 6:02:00,0,2/2/2006 6:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0526,2/2/2006 6:02:00,2/2/2006 6:02:00,0,2/2/2006 15:06:00,9.06666666666667,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0527,2/2/2006 6:02:00,2/2/2006 15:06:00,9.06666666666667,2/2/2006 15:06:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0292,2/2/2006 15:06:00,2/2/2006 15:06:00,0,2/2/2006 15:06:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0293,2/2/2006 15:06:00,2/2/2006 15:06:00,0,2/3/2006 19:06:00,28,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0294,2/2/2006 15:06:00,2/3/2006 19:06:00,28,2/3/2006 19:06:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0531,2/3/2006 19:06:00,2/3/2006 19:06:00,0,2/3/2006 21:02:00,1.93333333333333,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0537,2/3/2006 19:06:00,2/3/2006 21:02:00,1.93333333333333,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0540,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0542,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0544,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0545,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0546,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0547,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0548,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0549,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/3/2006 21:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0550,2/3/2006 21:02:00,2/3/2006 21:02:00,0,2/4/2006 6:02:00,9,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0551,2/3/2006 21:02:00,2/4/2006 6:02:00,9,2/6/2006 18:02:00,60,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0552,2/4/2006 6:02:00,2/6/2006 18:02:00,60,2/6/2006 18:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0563,2/6/2006 18:02:00,2/6/2006 18:02:00,0,2/6/2006 18:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0564,2/6/2006 18:02:00,2/6/2006 18:02:00,0,2/7/2006 13:06:00,19.0666666666667,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0565,2/6/2006 18:02:00,2/7/2006 13:06:00,19.0666666666667,2/7/2006 13:06:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0570,2/7/2006 13:06:00,2/7/2006 13:06:00,0,2/7/2006 19:06:00,6,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0572,2/7/2006 13:06:00,2/7/2006 19:06:00,6,2/7/2006 19:06:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0576,2/7/2006 19:06:00,2/7/2006 19:06:00,0,2/7/2006 20:02:00,.933333333333333,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0577,2/7/2006 19:06:00,2/7/2006 20:02:00,.933333333333333,2/7/2006 20:02:00,0,7.2,3,1,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-0578,2/7/2006 20:02:00,2/7/2006 20:02:00,0,2/7/2006 20:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0579,2/7/2006 20:02:00,2/7/2006 20:02:00,0,2/7/2006 20:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0583,2/7/2006 20:02:00,2/7/2006 20:02:00,0,2/7/2006 20:02:00,0,7.5,3,1,LOW,PARTIAL,PARTIAL,PARTIAL
